Mensagem,TipoChamado
"Bom dia, pessoal, tudo bem? favor cadastrar os usuários indicados no anexo do email. E encaminhar o chamado para mim informando a necessidade do treinamento. Estou encaminhando a solicitação para o email Sempre que surgirem solicitações de cadastro de usuário e treinamento, podem enviar a solicitação para o email do Atendimento Service Desk, que é responsável pelos cadastros, e também porque o controle fica registrado nos chamados, e assim mantemos o histórico. Já estamos dando andamento neste chamado. Atenciosamente,  De Paulo Bucco Enviado 15 de janeiro de 2025 0931 Para Leonardo Nascimento Cc Jutorimar Passos Kanitar Robson Barrach Rodrigues Marcelo Monsanto André Rocha dos Santos Assunto ENC Servidores para cadastro e realização do treinamento no Sistema Point Service. Bom dia Leonardo. Por gentileza, determinar 2 opções de data para o treinamento do PointService, conforme solicitado no anexo. André, por favor, acompanhe o mesmo. atenciosamente De Robson Barrach Rodrigues Enviada em terçafeira, 14 de janeiro de 2025 1843 Para Paulo Bucco Cc Jutorimar Passos Kanitar Marcelo Monsanto Assunto ENC Servidores para cadastro e realização do treinamento no Sistema Point Service. Segue anexo Oficio da SESAU solicitando o treinamento de dois colaboradores no poitservice. Att.  De Victor Hugo Miranda Traldi    Enviado segundafeira, 13 de janeiro de 2025 1056 Para Robson Barrach Rodrigues    Cc Levi Santos Magalhães    Assunto ENC Servidores para cadastro e realização do treinamento no Sistema Point Service.  De SESAUEmail    Enviado segundafeira, 13 de janeiro de 2025 1139 Para Victor Hugo Miranda Traldi    Assunto Servidores para cadastro e realização do treinamento no Sistema Point Service. À CONSTRUTORA PORTO S.A. Ao cumprimentála cordialmente, viemos por meio deste informar os servidores para a realização do cadastro e treinamento com duração de 2 horas no Sistema Point Service com agendamento de acordo com a sendo necessário aviso do dia agendado aos servidores indicados. Atenciosamente, SESAUCGA.  Esta mensagem contém informação confidencial, legalmente protegida e destinada ao uso exclusivo da pessoa acima nomeada. Caso o leitor não seja o seu destinatário, fica desde já notificado que a divulgação ou utilização da mesma são estritamente proibidas. Se esta mensagem foi recebida por engano, queira por favor nos informar imediatamente, respondendo este email. This message transmission is intended only for the use of the addressee and may contain confidential information. If you are not the intended recipient, you are hereby notified that any use or dissemination of this communication is strictly prohibited. If received in error, please notify us immediately, by replying this",Pedido de Suporte
"Bom dia! A todos . Referente as O.S.S  302024 E 312024 do HRGuaraí Segue no sistema, com valor alterado , fiz a verifiquei das mesmas Por três vezes itens por itens e não encontrei, nenhum erro. Gerando valores , alterados , como segue abaixo OS 030202419 ADEQUAÇÕES ELETRICAS PARA INSTALAÇÃO DO NOVO RAIOX VALOR OS R 25.172,19 VALOR NO SISTEMA R 25.187,85 VALOR DIFERENÇA 15,66 OS 031202419 MANUTENÇÃO CORRETIVA, MÊS DE JUNHO, JULHO E AGOSTO2024 VALOR OS R 18.600,37 VALOR NO SISTEMA R 37.200,75 VALOR DIFERENÇA 18.600,38 Atenciosamente",Reclamacao
"Prezados a, Gostaria de solicitar uma verificação na Os 3524 sobre os resultados do sistema Point e da Ordem de Serviço, essa diferença foi notada assim que lançada mas como estávamos passando por problemas no cálculo de BDI , acreditávamos que seria ajustado porem segue com a mesma diferença, Qualquer dúvida, estou a disposição,",Reclamacao
"Solicito, por gentileza, a criação de um login de acesso no sistema Point Service para a gestora do Laboratório Central de Saúde Pública do Tocantins LACENTO. Seguem os dados necessários para o cadastro  Nome completo Andreia Maria Santos dos Santos  CPF 615.269.40272  Telefone 63 981302451  Email  Unidade LACENTO Reforçamos que o login e a senha gerados devem ser enviados para o email informado acima, garantindo a segurança das informações. Agradeço desde já pelo suporte e estou à disposição para quaisquer dúvidas.",Pedido de Suporte
De Para Tarefa de Admissão  Olá Segue ASO do novo Colaborador BRUNO MARTINS BARBOSA h4. Ingred Alves da Mata Rocha   17 anexos   FORMULARIO DE         CONTA BANCO DO     BRUNO MARTINS     CONTRATO INDIVIDUAL DE TRABALHO DE     KIT     TERMO DE AUTORIZAÇÃO DE     TERMO DE     REGIMENTO INTERNO DE     AUTORIZAÇÃO CONTRATAÇÃO         DOCUMENTAÇÃO BRUNO MARTINS     TERMO DE ABERTURA DE CONTA     TERMO DE OPÇAO DE VALE      TERMO     TERMO VALE     FORMULARIO DE   ,Pedido de Suporte
"Boa tarde, Solicito a atualização das permissões do engenheiro Humberto Souza usuário de gerência para administrativo Porto Construtora, com as mesmas permissões dos demais engenheiros. Aguardo a confirmação da atualização.",Pedido de Suporte
Identificado que os equipamentos estão offline,Reclamacao
Identificado que a antena está fora faz 4 dias,Reclamacao
"Boa tarde, A consulta de crachás, ou melhor, dispositivos não está apresentando nenhum registro, e aparentemente está bem lenta. Mesmo tentando filtrar por um crachá, não está apresentando nenhum registro.",Reclamacao
"Boa tarde, Gostaria de validar o funcionamento do registro de localização dos colaboradores via smartphone, pois, ao testar com meu usuário o acesso ao aplicativo percebi que não registrou a minha localização. Não registrou pelo GPS e também não registrou pelas do ambiente as estão registrando os crachás que estão no mesmo ambiente, o celular não. Teste feito pelo app na versão 1.0.105. Usuário 08476583923 Senha 1074 Bluetooth e localização do aparelho ativos Ambiente com Escritório Brasília  versão da MC",Reclamacao
"Bom dia, solicito o cancelamento de 288 preventivas lançadas erradas. Motivo lançamento errado. Segue filtro.",Pedido de Suporte
Solicito por gentileza o cancelamento das ordens abaixo. Motivo Duplicidade Unidade HOSPITAL REGIONAL DE ALVORADA 12147572024 12147592024 12147532024 12147542024 12147552024,Pedido de Suporte
"Bom dia, Solicito por gentileza o cancelamento da ordem 12214762024. Motivo formulário errado Unidade HOSPITAL REGIONAL GURUPI At.te  De Tania Oliveira Silva Enviado sextafeira, 27 de dezembro de 2024 0848 Para Thaylla Paiva Assunto Cancelamento Bom dia, Thayla por gentileza cancela para mim  12214762024 motivo  formulário errado",Pedido de Suporte
"Boa tarde, Segue para conhecimento.  De Fernanda Torres  Enviado quintafeira, 26 de dezembro de 2024 1604 Para Tecnologia da Informação Assunto Construtora PortoFs de Admissão  Clt De Para Tarefa de Admissão  Favor efetuar o cadastro do novo colaborador no PointService Nome CPF Email Telefone Permissão Favor indicar este destinatário no email  cc ServiceDesk , email  Atenciosamente,   h4. Fernanda Torres     24 anexos    FORMULARIO DE ADMISSAO  LORENA DOS        ETNICO RACIAL  LORENA DOS        RECIBO DE EPI  LORENA DOS        TERMO DE  LORENA DOS        Gestão de Pessoas         ASO  LORENA DOS        CARTEIRA DE VACINAÇÃO  LORENA DOS        CARTÃO SUS  LORENA DOS        CERTIDÃO DE NASCIMENTO  LORENA DOS        CHN DIGITAL  LORENA DOS        COMPROVANTE DE RESIDENCIA  LORENA DOS        CTPS DIGITAL  LORENA DOS        CTPS FRENTE  LORENA DOS        ESOCIAL  LORENA DOS        FOTO 3X4  LORENA DOS        HABILITAÇÃO FRENTE  LORENA DOS        RG FRENTE  LORENA DOS        RG VERSO  LORENA DOS        TITULO ELEITORAL  LORENA DOS        DEPENDENTES  LORENA DOS        ODONTOLOGICO  LORENA DOS        TERMO DE  LORENA DOS        VR  LORENA DOS        VT  LORENA DOS     ",Pedido de Suporte
Bom dia Fazer cadastro dos,Pedido de Suporte
"Bom dia, Solicito criação de conta no Point Service, bem como aceso às obras do contrato da saúde da Prefeitura de Goiânia. ENCARREGADO MULTI SETORIAL  OPERACIONAL NOME José Alves De Mendonça CPF 049.437.49481 TELEFONE 62 991354985 O colaborador deverá ter acesso às permissões de criação e execução de ordens preventivas.",Pedido de Suporte
"Olá Rubsney, bom dia! Gostaria de solicitar a alteração da versão dos de todas as unidades, para a versão que está em Brasília Esta versão já está fazendo a leitura das baterias dos crachás, e o sistema está apresentando esta informação na tela de dispositivos. Minha sugestão é que a gente inicie por duas unidades menores, e depois a gente atualize para as demais, após o recesso do final de ano. As unidades sugeridas são HOSPITAL REGIONAL GURUPI e HOSPITAL REFERENCIA PEDRO AFONSO. Fico à disposição, em caso de dúvidas.",Pedido de Suporte
"Nome completo Andre Rocha dos Santos Email Telefone 61985642905 CPF00587105151 Ter o mesmo nível de acesso que o antigo usuário, Bruno Emerick tinha pois estou executando as mesmas atividades.",Pedido de Suporte
"Prezados, Poderiam dar uma atenção especial a este caso, por favor?  De Marcelo Monsanto Enviado sextafeira, 20 de dezembro de 2024 0950 Para Paulo Bucco João Victor Barros Diógenes Albuquerque Humberto Souza Ângelo Chaves Luiz Felipe Carneiro Leão Vinicius Rodrigues Neres Larissa Silva Cunha Assunto Fwd PROBLEMAS COM O POINT SERVICE   Bom dia Quando se tratar de point service coloca o Bucco em cópia. Qual a solução??? Problema com o point service e o que mais verifico!!!!! Att Início da mensagem encaminhada De João Victor Barros Data 20 de dezembro de 2024 às 083730 BRT Para Diógenes Albuquerque Planejamento Humberto Souza Ângelo Chaves Luiz Felipe Carneiro Leão Marcelo Monsanto Cc Vinicius Rodrigues Neres Laryssa Marinho Assunto PROBLEMAS COM O POINT SERVICE  Bom dia! O sistema Point Service vem apresentando alguns bugs e muitos problemas de instabilidade desde o início da semana 16122024. Esses problemas estão atrapalhando bastante a execução das OSs PREVENTIVAS comprometendo assim a finalização dos relatórios dentro do prazo estimado. Por favor, caso o sistema tiver sofrendo alguma atualização nos avisem. Qualquer dúvida estamos à disposição. At.te.,",Reclamacao
"Bom dia, O point service não mostra os usuarios,",Reclamacao
Boa Tarde Fazer o cadastro de funcionarios no point service por gentileza.,Pedido de Suporte
Equipamentos offlin,Reclamacao
Equipamentos offline,Reclamacao
Identificado que os equipamentos estão offline,Reclamacao
Identificado que os equipamentos estão offline,Reclamacao
"Bom dia, tudo bem ? Solicito liberação de acesso no Point Service nas obras da região",Pedido de Suporte
"Olá, Conforme imagem abaixo, cada contrato tem várias unidades, mas o sistema tela não navega pelas unidades, parecendo que sempre os dados estão zerados ou errados. Att.",Reclamacao
"De Para Tarefa 35112Demissão de Colaborador  Aviso Prévio Olá Segue termo de devolução de Crachá. Ingrid Cristina Atenciosamente, h4. Maria de Lourdes Tavares dos Santos   2 anexos   Solicitação de Rescisão Ingrid Cristina Ferreira de     Aviso aolicado Ingrid   ",Pedido de Suporte
"Bom dia, Solicito por gentileza o retorno da ordem número 12137452024. Motivo Foi lançada no mês e data errada",Pedido de Suporte
Identificado que os equipamentos estão offline,Reclamacao
Identificado que os equipamentos estão offline,Reclamacao
"Bom dia, gostaria de cancelar a preventiva 12041472024. Motivo lancei",Pedido de Suporte
Identificado que estão offline.,Reclamacao
"Bom dia, Solicito o cadastro do novo fiscal do Núcleo de Hemoterapia de Gurupi. Nome Gabriel Sousa Aguiar CPF 054.345.26112 Email Telefone 63 981030355 Número da matrícula 118451982 E solicito um treinamento de como operar no sistema na data 09122024. Atenciosamente, Isamara Pinheiro Alves",Pedido de Suporte
Identificado que os equipamentos estão offline,Reclamacao
Identificado que os equipamentos estão offline,Reclamacao
Antena está offline faz tempo,Reclamacao
Identificado que os equipamentos consta offline,Reclamacao
"Boa tarde, Me chamo Silvano Mota da Paz, trabalho no Hospital Regional de Paraíso do Tocantins Dr. Alfredo Oliveira Barros e sou fiscal de contrato da empresa CONSTRUTORA PORTO S.A. nessa unidade hospitalar. Venho solicitar suporte para visualizar as ordens de serviços pois no momento que tento imprimir, posteriomente não aparece a janela com a tela para visualizar o documento. Atenciosamente, Silvano Mota da Paz Fiscal de Contrato HRPT  Hospital Regional de Paraíso do Tocantins Dr. Alfredo Oliveira Barros",Reclamacao
"Boa tarde, Segue para conhecimento  De Danielly Brito de Araujo  Enviado terçafeira, 26 de novembro de 2024 1819 Para Tecnologia da Informação Assunto Construtora Porto Sa.  Filial de Admissão  Clt De Para Tarefa de Admissão  Favor efetuar o cadastro do novo colaborador no PointService Nome JOSUE DAVID CABRERA ESCALONA CPF 708.154.39288 Email Telefone 95991432306 Permissão Favor indicar este destinatário no email  cc ServiceDesk , email  Atenciosamente,   h4. Danielly Brito de Araujo     9 anexos    FORMULÁRIO DE ADMISSÃO JOSUE DAVID CABRERA        RACIAL JOSUE DAVID CABRERA        CONTA JOSUE DAVID CABRERA        josue david        josue david        josue david        JOSUE DAVID CABRERA ESCALONA  PORTO        DOC JOSUE DAVID CABRERA        TERMOS JOSUE DAVID CABRERA     ",Pedido de Suporte
"Bom dia, Precisamos com urgência fazer a edição de um mas para a unidade que precisamos editar não está sendo possível, pois o cadastro da unidade não tem mais os campos de Latitude e Longitude, isso porquê, as coordenadas da cerca eletrônica serviriam de parâmetro. Mas mesmo colocando a cerca eletrônica no cadastro da unidade, não está sendo possível editar o pois o sistema não está considerando essas coordenadas. Em caso de dúvidas, fico à disposição.",Reclamacao
"Bom dia, Solicito por gentileza o cancelamento dessas 90 ordens abaixo. Motivo Foram lançadas com o plano de manutenção errado. 11118952024 11119072024 11119082024 11119092024 11119112024 11119192024 11119222024 11119252024 11119272024 11119282024 11119502024 11119542024 11119552024 11119632024 11119762024 11119802024 11119842024 11119962024 11120002024 11120082024 11118952024 11118982024 11119022024 11119052024 11119062024 11119072024 11119122024 11119142024 11119192024 11119212024 11119252024 11119282024 11119322024 11119382024 11119442024 11119502024 11119682024 11119822024 11119842024 11120042024 11118942024 11119032024 11119042024 11119102024 11119122024 11119132024 11119142024 11119152024 11119232024 11119262024 11119342024 11119402024 11119522024 11119612024 11119642024 11119662024 11119742024 11119782024 11119822024 11119932024 11118922024 11118962024 11118972024 11119062024 11119102024 11119142024 11119162024 11119172024 11119202024 11119232024 11119262024 11119482024 11119522024 11119662024 11119782024 11119882024 11120042024 11120142024 11120152024 11120172024 11118962024 11119162024 11119312024 11119562024 11119572024 11119582024 11119882024 11119942024 11120142024 11120172024",Pedido de Suporte
"Boa tarde, Solicito por gentileza o cadastro no Point Service dos usuários em anexo, todos eles ficam na unidade de Goiânia, permissão Monitoramento.",Pedido de Suporte
"De Para Cc Tarefa de Admissão  Favor efetuar o cadastro do novo colaborador no PointService Nome JOSE ANTONIO DA SILVA NETO CPF 038.000.14114 Email Telefone 63 991267722 Permissão apenas monitoramento Favor indicar este destinatário no email  cc ServiceDesk , email  Atenciosamente, h4. Tania Oliveira Silva   1 anexo   Gestão de Pessoas  JOSE   ",Pedido de Suporte
Bom dia Fazer cadastro de novos funcionarios.,Pedido de Suporte
"Boa tarde, solicito o cancelamento das seguintes preventivas. Motivo equipamentos não existem mais. 11107832024 11107822024",Pedido de Suporte
"Solicitante Bruno Lopes Fui informado de que praticamente todos os funcionários do HGP já estão com seus crachás, porém ao visualizar o mapa de colaboradores durante todo o expediente, o mesmo só nos mostra entre 10 e 18 funcionários, variando ao longo do dia. O que poderia estar ocorrendo nesse caso? Desde já, agradeço.",Reclamacao
"Solicitante Layla Alencar colaborador finalizou as preventivas como mostra em anexo, mas não está enviada para aprovação para mim no sistema. Por gentileza, teria como verificar isso com mais urgência possível? pois o fiscal precisa verificar.",Reclamacao
Solicitante Layla Alencar Teria como cancelar essas ordens por gentileza ? ANEXO III 50245632023  Duplica 50245642023  Duplicada,Pedido de Suporte
"Solicitante Thaylla Paiva Vi que houve uma atualização de pesquisa na pagina gerencial. Seria possivel colocar um filtro com a data? Pois assim que vira o mês todas as ordens desaparecem do nosso campo de visualização rápido que é o gerencial, dificultando a nossa pesquisa sobre o status das ordens anteriores tendo que verificar unidade por unidade, se possivel acrescentar também o gráfico geral.",Duvida
"Solicitante Fernanda Castro Teriam como ver o que pode ter acontecido para ter sumido do os colaboradores que até então estavam munidos de crachás? Percebi desde ontem a tarde, quando acessei e hoje que aparentemente só estão aparecendo os que estão com celular logado.",Reclamacao
"Solicitante Thaylla Paiva Estamos fazendo um levantamento para regularizar os crachás de geolocalização e estamos precisando da lista de placas instaladas nas unidades, poderia providenciar ?",Duvida
"Solicitante Gabriel Oliveira Estou tendo problemas com disparos aleatórios de envio email conforme a figura abaixo. Você pode me auxiliar neste reparo, por gentileza?",Pedido de Suporte
Solicitante Ester de Freitas de Lima Solicito reset da senha do email,Pedido de Suporte
Solicitante Maria de Lourdes Diogenes sobre a internet do ponto tem alguma novidade? pois a falta de internet no ponto está gerando muitas ocorrências atrapalhando na coleta dos dados.,Reclamacao
"Solicitante o reset de senha do email corporativo para nova colaboradora, e alteração de nome no email Nome Karolina Braga Peixoto Bernabe Função ESTAGIÁRIA DE ENGENHARIA foi criado esse email para nossa antiga estagiária poderia fazer imigração dele?",Pedido de Suporte
"Solicitante Fernanda Castro Hoje a Marjolye e Ronice perceberam que não estão recebendo alguns emails. O Marcelo Monsanto havia encaminhado alguns emails e elas não receberam. Foi enviado para o domínio arj, o qual foi trocado. Mas até então, elas estavam recebendo normalmente. Porém ocorreu essa situação. Teria como ver o que possivelmente está ocorrendo? Marjolye usa o email e Ronice",Reclamacao
"Solicitante Ingrid Cristina F. de Paulo Problema Bom dia, venho relatar que os colaboradores me relataram problemas com a internet do point service, aqui no HGP. Dificuldade para acessar e lentidão, sabe me dizer o que pode ser?",Reclamacao
"Solicitante Kleyton Sousa Silva Problema Solicito ativação do pacote office no PC HGP02, o mesmo encontrase com Falha na ativação do Produto",Reclamacao
"Solicitante Planejamento Requisição Solicitamos a criação de dois Emails, referente as contas dos novos estagiários do setor de planejamento, sendo um para o Planejamento Tocantins e outro para o Planejamento Roraima. Assim como uma conta no SIENGE para cada email. Email Nome GABRIEL PEREIRA PINTO Função Estagiario Obras a serem liberadas TO 1 A 47, 50, 60",Pedido de Suporte
"Solicitante Planejamento Requisição Solicitamos a criação de dois Emails, referente as contas dos novos estagiários do setor de planejamento, sendo um para o Planejamento Tocantins e outro para o Planejamento Roraima. Assim como uma conta no SIENGE para cada email. Email Nome JOSIANO SOARES DA SILVA JUNIOR Função Estagiario Obras para serem liberadas 100, 101, 102, 103 E 106",Pedido de Suporte
Solicitante Andréia da Silva e Silva Requisição Solicito usuário no Sienge e Email corporativo com assinatura eletrônica para  NOME LUCAS PORTELA MAIA DE SOUZA FUNÇÃO ANALISTA DE ENGENHARIA EMAIL UNIDADE BOA VISTA  RR SIENGE ESPELHADO NO USUARIO DO ARTHUR HENRIQUE MOIZINHO.,Pedido de Suporte
"Solicitante Planejamento Requisição Solicitamos a criação de dois Emails, referente as contas dos novos estagiários do setor de planejamento, sendo um para o Planejamento Tocantins e outro para o Planejamento Roraima. Assim como uma conta no SIENGE para cada email. Email",Pedido de Suporte
"Solicitante Planejamento Requisição Solicitamos a criação de dois Emails, referente as contas dos novos estagiários do setor de planejamento, sendo um para o Planejamento Tocantins e outro para o Planejamento Roraima. Assim como uma conta no SIENGE para cada email. Ex",Pedido de Suporte
"Solicitante Layla Alencar Durante a manhã, o colaborador estava realizando as ordens na unidade ESCOLA TOCANTINENSE DO SUS  ETSUS PALMAS, onde a internet estava apresentando falhas com a conexão, não estava conseguindo baixar as mesmas.",Reclamacao
"Solicitante Luis Augusto Requisição Liberar o aparelho Iphone 11, MAC IP 10.103.242.207 na rede Point Service do Hospital Geral de Roraima",Pedido de Suporte
Solicitante Monitoramento Problema Verificado que a antena Wifi T0661 se encontra offline desde o dia 16032023 às 1613hrs.,Reclamacao
Solicitante Monitoramento Problema Verificado que o sw T0817 se encontra offline desde o dia 16032023 às 1615hrs.,Reclamacao
"Solicitante Thaylla Paiva Uma outra observação é com alguns usuários de Porto Nacional, eles fazem as preventivas pelo aplicativo então não possuem crachás, somente o celular corporativo. E observei que não puxa a localização, só puxa a data de registro, mas foi adicionado as unidades em seu usuário no momento em que ele foi cadastrado.",Reclamacao
Solicitante Monitoramento Foi verificado através do monitoramento que o switch T0849 se encontra offline desde dia 09032023 às 1811hrs,Reclamacao
"Solicitante Rebeca Dias Meu teclado demora pra responder, ele engole algumas letras das palavras. Já troquei de porta USB e de teclado e o problema continua, testei em outros navegadores e programas e continua dando erro.",Reclamacao
Solicitante Lara Pietra Problema Solicito assinatura atualizada para email corporativo. Nome LARA PIETRA Função ASSISTENTE JURÍDICO.,Pedido de Suporte
"Solicitante Iara Souza Autorizado por Humberto Souza Solicito a criação de usuário no sienge, segue informações Nome Iara Carolaynne Sousa Santos Função  Engenheira Obra Educação",Pedido de Suporte
"Solicitante Layla Fernanda Problema colaboradores estão tentando realizar as preventivas na unidade ANEXO I  SUP. DA VIGILÂNCIA EM SAÚDE  PALMAS , e não estão conseguindo por falta de internet, não baixam as preventivas. Lembrando que hoje é dia 13032023 segundafeira e temos que finalizar as ordens até 24032023 sextafeira.",Reclamacao
Solicitante Angelo Chaves Solicito a liberação da obra 95 nos logins das colaboradas Lara Pietra e Jessica Jenifer.,Pedido de Suporte
"Solicitante Humberto Souza Peço alteração de acesso do Sienge, antes do Eng Arthur para Eng Thiago Henrique. Manter mesmas permissões.",Pedido de Suporte
Solicitante Thaylla Paiva  Remanejar o computador do antigo RH e um do financeiro para a sala para uso dos aprendizes.,Pedido de Suporte
Solicitante Thaylla Paiva Instalar 2 novos computadores na mesa do planejamento para o uso dos estagiários.,Pedido de Suporte
"Solicitante Thaylla Paiva  Solicito o remanejamento dos computadores da Iara e Thaylla mesa planejamento, para a outra mesa ao lado do compras.",Pedido de Suporte
Solicitante Monitoramento Antenas Offline,Reclamacao
Solicitante Monitoramento Switch T0870 offline,Reclamacao
Solicitante Monitoramento Verificado que o switch ficou off line,Reclamacao
Identificado que o switch está offline,Reclamacao
"Solicitante Ingrid Ferreira hoje é dia 01 do mês, portanto é dia de lançamento de preventivas. Porém estou sentindo uma demora do sistema no lançamento dessas preventivas. Ao clicar confirmar, fica na aba na imagem abaixo por muito tempo, em torno de 20 minutos, o que não acontecia antes. E quando lanço uma grande quantidade também não está saindo da aba de lançamento, como costuma sair e na maioria das vezes não são lançadas todas, ocasionando de eu ter que lançar novamente. Gostaria de saber se está tendo alguma atualização no momento que gera esses transtornos, uma vez que isso não acontecia. Notei também que houve uma atualização ontem terça para hoje quarta na aba gerencial, para a possibilidade de buscar por unidade, houve somente essa mudança?",Reclamacao
"Solicitante Layla Alencar A opção RESUMO POR EQUIPAMENTO não está funcionando normalmente, alguns equipamentos que não fica identificado a potência do mesmo. No local onde deveria mostrar a potência do equipamento, aparece NÃO INFORMADO. Isso está dificultando o andamento das ordens.",Reclamacao
Solicitante Gilmaria  Thaylla Solicito cancelamento das ordens de serviços duplicadas na unidade do Reabilito,Pedido de Suporte
"Solicitante Ester Lima Ao tentar filtrar por data, o filtro não aplica, voltando a tela inicial das solicitações. Segue vídeo em anexo que demostra o problema.",Reclamacao
"Solicitante Layla Alencar Colaboradores estão tentando entrar no aplicativo e não estão conseguindo, está dando o seguinte erro como mostra no vídeo. São os seguintes colaboradores LEONARDO SOUSA NOGUEIRA JANILTON DE SUSA ALBURQUERQUE Lembrando que hoje é dia 08032023 quatafeira e temos que finalizar as ordens até 24032023 sextafeira.",Reclamacao
Identificado que o switch e antenas estão offline.,Reclamacao
"Solicitante Humberto Souza Solicito o notebook para o Almoxarifado, e um celular para Tec de Segurança.",Pedido de Suporte
Identificado que o switches e antenas estão offline.,Reclamacao
Identificado que switch e antenas estão offline.,Reclamacao
Solicitante Ingridy Horrana Solicitar alteração do nome do email citado anteriormente pela Maria de Lourdes Leticia Silva dos Santos Técnica de Segurança do Trabalho 63991048711,Pedido de Suporte
Identificado que os switches e antenas estão offline,Reclamacao
"Solicitante Layla Alencar Solicito treinamento para todos os colaboradores dos ANENXOS  PALMAS, é essencial que o mesmo seja presencial, a respeito das seguintes demandas PREVENTIVAS Os colaboradores das unidades ANEXOS  PALMAS, não receberam treinamento apropriados para realizar as preventivas de cada equipamento AR CONDICINADOS, COMUNICAÇÃO VISUAL, GERADOR  MENSAL, NOBRAEK, PREDIAL DE INSPENÇÃO VISUAL, RACKS, SISTEMA ELÉTRICO, SUBSTAÇÃO  ENERGISADA E SWITCHES. Como por exemplo, as marcações no checklist das ordens. Treinamento de como funciona cada detalhe do CORRETIVAS Os colaboradores da unidade ANEXOS  PALMAS, não receberam treinamento de como funciona as CORRETIVAS no aplicativo. O que fazer, como funcionado, qual cuidado deve ter entre outros. Treinamento de como funciona cada detalhe do Solicito encarecidamente o quanto antes o treinamento, para darmos andamento no sistema, isso está dificultando o andamento das ordens.",Reclamacao
"Solicitante Ingrid Ferreira Solicito uma reciclagem com urgencia para todos os colaboradores na realização correta das preventivas. Pois há novos colaboradores no quadro de funcionários que não recebeu treinamento para realizar tais preventivas. E eu também não tive esse treinamento, portanto não consigo explicar a eles como fazer. O treinamento deve conter cada relatório específico de como fazer o que marcar, o que medir, qual leitura tirar e porque a importancia dela o que por no parecer técnico, o que tirar foto. Precisamos especificamente para cada tipo de relatório ar condicionado, gerador, sistema elétrico. A importancia dessa reunião se dá pois muitos colaboradores não estão sabendo ao certo o porque fazer tal preventiva e acabam fazendo errado. E eu, por não ter treinamento também não consigo identificar o erro. É imortante salientar também que seria melhor uma reunião coletiva e PRESENCIAL com todos. Pois muitos tem dificuldade de reunião EAD, e também não temos estrutura técnica para suportar todos em uma sala na frente de um computador. Gostariamos também de ser presencial pra todos tirarem dúvidas no próprio aplicativo. Seria interessante essa reunião ser realizada no começo do mes onde todas as preventivas estão lançadas e não foram feitas.",Reclamacao
"Solicitante Ingrid Ferreira Gostaria de solicitar uma cartilha atualizada sobre os seguintes assuntosPasso a passo detalhado desde de a solicitação de serviço feita pelo fiscal, até o planilhamento devidamente assinado e com os campos assinados a passo para lançamento das corretivas retroativas e passo a passo para a assinatura delas. O primeiro item, não estamos conseguindo proceguir de acordo com a cartilha disponível, estamos com bastante dificuldade e sem conseguir gerar a OS final, devidamente assinada. Sugiro então uma nova reunião onde podemos fazer todos os passos e uma nova cartilha mais sintetizada com os processos de cada um. Desde de a solicitação até todas as assinaturas. Peço também uma reciclagem presencial com todos os colaboradores e fiscais para entendermos melhor todos os processos a serem realizados, pois todos estamos com bastante dúvidas no processo, e não estamos conseguindo gerar a OS até o final. Em todas as reuniões e aulas realizadas com a Service Desk, não conseguimos terminar por completo um processo, pois sempre encontravamos uma barreira, e com isso não sabemos e não entendemos o processo completamente.",Reclamacao
"Solicitante Layla Alencar Colaboradores estão tentando realizar as preventivas na unidade LACEN, IMUNIZAÇÃO E ARQUIVI GERAL  PALMAS, e não estão conseguindo por falta de internet, não baixam as preventivas, no vídeo mostra que está conectado à rede point service, mas quando tentar baixar a ordem não consegue por falta de internet, solicito reparo o quanto antes pois temos prazos para realizar as mesmas. Lembrando que hoje é dia 07032023 terçafeira e temos que finalizar as ordens até 24032023 sextafeira.",Reclamacao
"Solicitante Layla Alencar Colaboradores estão tentando realizar as preventivas na unidade ANEXO I  SUP. DA VIGILÂNCIA EM SAÚDE  PALMAS e ANEXO III  DIRETORIA DE ASSISTÊNCIA FARMACÊUTICA  PALMAS, não estão conseguindo por falta de internet, solicito o reparo o quanto antes pois temos prazos para realizar as preventivas.",Reclamacao
"Solicitante Layla Alencar  Klenyo colaboradores estão tentando realizar as preventivas nas unidades ANEXO III  DIRETORIA DE ASSITÊNCIA FARMACÊUTICA  PALMAS SECRETARIA DA SAÚDE  SEDE LACEN, IMUNIZAÇÃO E ARQUIVI GERAL  PALMAS Não estão conseguindo por falta de internet, não baixam as preventivas, inicia, finaliza e sincronizar, solicito reparo o quanto antes pois temos prazos para realizar as mesmas. Lembrando que hoje é dia 23022023 quintafeira e temos que finalizar as ordens até 24022023 sextafeira. Ressalto a Thaylla Paiva Humberto Souza que as preventivas esse mês vão ter atraso tanto para serem realizadas como também aprovação dos fiscais, devido a ocorrência de vários problemas com a conexão da INTERNET DAS PREVENTIVAS esse mês.",Reclamacao
"Solicitante Ana Sofia Alguns colaboradores  Ezione, Flávio, Wallyson e Edvaldo, estão com dificuldade para finalizar os relatórios, está dando erro e não conseguem finalizar a ação. Poderia nos ajudar por favor? Desde já agradeço.",Pedido de Suporte
"Solicitante Fernanda Castro Estamos em dúvida se já havíamos solicitado o back up e posterior cancelamento do email do Lailson da Silva Matos de endereço, Na dúvida, tem como confirmar, e se já havia sido feita a solicitação?",Duvida
